Player,Runs,BF,4s,6s,SR,Inns,Opposition,Ground
JR Hazlewood,7,10,0,0,70,2,England,Manchester
JR Hazlewood,7,7,0,0,100,2,India,Canberra
JR Hazlewood,4,3,1,0,133.33,2,Sri Lanka,Pallekele
JR Hazlewood,23,16,1,1,143.75,1,New Zealand,Cairns
JR Hazlewood,12,7,3,0,171.42,2,South Africa,Potchefstroom
JR Hazlewood,23,16,2,2,143.75,2,India,Indore
JR Hazlewood,2,2,0,0,100,2,South Africa,Lucknow
